product1,product2,total_countries,countries_correlation,percentage
Millet,Flour,8,2,25.0
Millet,Sorghum,16,9,56.25
Millet,Maize,14,9,64.28571428571429
Millet,Millet,16,0,0.0
Millet,Groundnuts,6,0,0.0
Sweetpotatoes,Rice,5,0,0.0
Sweetpotatoes,Beans,5,0,0.0
Sweetpotatoes,Sweetpotatoes,5,0,0.0
Groundnuts,Bread,5,0,0.0
Groundnuts,Rice,14,2,14.285714285714286
Groundnuts,Beans,15,2,13.333333333333334
Groundnuts,Potatoes,5,0,0.0
Groundnuts,Meat,9,0,0.0
Groundnuts,Sugar,6,1,16.666666666666668
Groundnuts,Tomatoes,5,0,0.0
Groundnuts,Oil,11,1,9.090909090909092
Groundnuts,Onions,5,0,0.0
Groundnuts,Fuel(petrol-gasoline),5,1,20.0
Groundnuts,Fish,7,1,14.285714285714286
Groundnuts,Flour,11,0,0.0
Groundnuts,Sorghum,8,0,0.0
Groundnuts,Maize,13,0,0.0
Groundnuts,Millet,6,0,0.0
Groundnuts,Groundnuts,16,0,0.0
Groundnuts,Cassava,9,0,0.0
Peas,Wheat,5,0,0.0
Peas,Rice,8,0,0.0
Peas,Fuel(diesel),6,1,16.666666666666668
Peas,Beans,9,1,11.11111111111111
Peas,Potatoes,6,0,0.0
Peas,Eggs,6,0,0.0
Peas,Meat,5,0,0.0
Peas,Sugar,6,0,0.0
Peas,Oil,6,0,0.0
Peas,Carrots,5,0,0.0
Peas,Onions,7,0,0.0
Peas,Fuel(petrol-gasoline),6,1,16.666666666666668
Peas,Milk,6,0,0.0
Peas,Flour,8,0,0.0
Peas,Cabbage,5,0,0.0
Peas,Maize,7,0,0.0
Peas,Peas,9,0,0.0
Peas,Salt,5,0,0.0
Cassava,Rice,12,1,8.333333333333334
Cassava,Fuel(diesel),6,1,16.666666666666668
Cassava,Beans,10,1,10.0
Cassava,Meat,8,0,0.0
Cassava,Oil,9,1,11.11111111111111
Cassava,Fuel(petrol-gasoline),6,1,16.666666666666668
Cassava,Fish,5,0,0.0
Cassava,Flour,8,2,25.0
Cassava,Sorghum,5,1,20.0
Cassava,Maize,11,1,9.090909090909092
Cassava,Groundnuts,9,0,0.0
Cassava,Cassava,13,0,0.0
Cassava,Plantains,5,0,0.0
Garlic,Rice,9,0,0.0
Garlic,Beans,7,1,14.285714285714286
Garlic,Potatoes,8,0,0.0
Garlic,Eggs,8,0,0.0
Garlic,Meat,9,0,0.0
Garlic,Sugar,6,1,16.666666666666668
Garlic,Tomatoes,8,1,12.5
Garlic,Oil,7,0,0.0
Garlic,Onions,8,0,0.0
Garlic,Bananas,5,0,0.0
Garlic,Fish,6,0,0.0
Garlic,Apples,5,0,0.0
Garlic,Milk,5,0,0.0
Garlic,Flour,5,0,0.0
Garlic,Cabbage,5,0,0.0
Garlic,Garlic,9,0,0.0
Garlic,Oranges,5,0,0.0
Plantains,Rice,6,0,0.0
Plantains,Meat,5,1,20.0
Plantains,Oil,5,1,20.0
Plantains,Maize,5,0,0.0
Plantains,Cassava,5,0,0.0
Plantains,Plantains,6,0,0.0
Salt,Bread,9,3,33.333333333333336
Salt,Wheat,6,1,16.666666666666668
Salt,Rice,17,3,17.647058823529413
Salt,Wage,8,0,0.0
Salt,Fuel(diesel),10,0,0.0
Salt,Beans,13,2,15.384615384615385
Salt,Potatoes,11,2,18.181818181818183
Salt,Eggs,10,2,20.0
Salt,Meat,13,3,23.076923076923077
Salt,Sugar,16,3,18.75
Salt,Lentils,8,1,12.5
Salt,Pasta,5,2,40.0
Salt,Tomatoes,11,1,9.090909090909092
Salt,Oil,17,4,23.529411764705884
Salt,Cheese,6,1,16.666666666666668
Salt,Onions,10,1,10.0
Salt,Bananas,5,1,20.0
Salt,Tea,7,0,0.0
Salt,Fuel(petrol-gasoline),10,0,0.0
Salt,Fish,8,1,12.5
Salt,Apples,5,0,0.0
Salt,Milk,10,2,20.0
Salt,Flour,14,4,28.571428571428573
Salt,Cabbage,6,0,0.0
Salt,Maize,10,1,10.0
Salt,Peas,5,0,0.0
Salt,Salt,17,0,0.0
Salt,Chickpeas,7,1,14.285714285714286
Chickpeas,Bread,6,1,16.666666666666668
Chickpeas,Rice,8,1,12.5
Chickpeas,Wage,5,0,0.0
Chickpeas,Beans,6,0,0.0
Chickpeas,Potatoes,6,0,0.0
Chickpeas,Eggs,6,0,0.0
Chickpeas,Meat,8,0,0.0
Chickpeas,Sugar,7,1,14.285714285714286
Chickpeas,Lentils,6,0,0.0
Chickpeas,Pasta,5,0,0.0
Chickpeas,Tomatoes,7,0,0.0
Chickpeas,Oil,8,1,12.5
Chickpeas,Cheese,6,0,0.0
Chickpeas,Onions,6,0,0.0
Chickpeas,Fish,6,0,0.0
Chickpeas,Milk,6,0,0.0
Chickpeas,Flour,6,1,16.666666666666668
Chickpeas,Cucumbers,5,0,0.0
Chickpeas,Salt,7,1,14.285714285714286
Chickpeas,Chickpeas,8,0,0.0
Oranges,Rice,6,0,0.0
Oranges,Beans,5,0,0.0
Oranges,Potatoes,6,0,0.0
Oranges,Eggs,6,0,0.0
Oranges,Meat,6,0,0.0
Oranges,Sugar,5,0,0.0
Oranges,Tomatoes,6,0,0.0
Oranges,Oil,5,0,0.0
Oranges,Onions,6,0,0.0
Oranges,Bananas,6,0,0.0
Oranges,Fish,5,0,0.0
Oranges,Apples,6,0,0.0
Oranges,Milk,6,0,0.0
Oranges,Flour,5,0,0.0
Oranges,Cucumbers,5,0,0.0
Oranges,Garlic,5,0,0.0
Oranges,Oranges,6,0,0.0
Spinach,Rice,5,0,0.0
Spinach,Beans,5,0,0.0
Spinach,Eggs,5,0,0.0
Spinach,Meat,5,0,0.0
Spinach,Tomatoes,5,0,0.0
Spinach,Milk,5,0,0.0
Spinach,Cucumbers,5,0,0.0
Spinach,Spinach,5,0,0.0
